dbName	refName	Shape-it::Tanimoto	Shape-it::Tversky_Ref	Shape-it::Tversky_Db	overlap	refVolume	dbVolume
MOL_321	PD1-PDL1.sdf	0.359	0.501	0.56	4987.7	10017	8855.3
MOL_322	PD1-PDL1.sdf	0.204	0.321	0.358	3200.2	10017	8879.1
MOL_323	PD1-PDL1.sdf	0.237	0.363	0.405	3615.4	10017	8869.7
MOL_324	PD1-PDL1.sdf	0.209	0.328	0.365	3266.6	10017	8880.9
MOL_325	PD1-PDL1.sdf	0.216	0.337	0.376	3354.3	10017	8854.9
MOL_326	PD1-PDL1.sdf	0.252	0.373	0.438	3701.5	10017	8358.8
MOL_327	PD1-PDL1.sdf	0.246	0.365	0.429	3622	10017	8352.4
MOL_328	PD1-PDL1.sdf	0.236	0.353	0.415	3503.9	10017	8356.4
MOL_329	PD1-PDL1.sdf	0.267	0.39	0.459	3870.6	10017	8354
MOL_330	PD1-PDL1.sdf	0.223	0.337	0.397	3350	10017	8351.1
MOL_331	PD1-PDL1.sdf	0.321	0.449	0.529	4459.9	10017	8345.4
MOL_332	PD1-PDL1.sdf	0.338	0.467	0.551	4639.3	10017	8333.6
MOL_333	PD1-PDL1.sdf	0.178	0.279	0.328	2770.8	10017	8354
MOL_334	PD1-PDL1.sdf	0.185	0.288	0.34	2863.9	10017	8351
MOL_335	PD1-PDL1.sdf	0.213	0.324	0.382	3217.7	10017	8342.7
MOL_336	PD1-PDL1.sdf	0.252	0.373	0.438	3701.5	10017	8358.8
MOL_337	PD1-PDL1.sdf	0.246	0.365	0.429	3622	10017	8352.4
MOL_338	PD1-PDL1.sdf	0.236	0.353	0.415	3503.9	10017	8356.4
MOL_339	PD1-PDL1.sdf	0.267	0.39	0.459	3870.6	10017	8354
MOL_340	PD1-PDL1.sdf	0.223	0.337	0.397	3350	10017	8351.1
MOL_341	PD1-PDL1.sdf	0.321	0.449	0.529	4459.9	10017	8345.4
MOL_342	PD1-PDL1.sdf	0.338	0.467	0.551	4639.3	10017	8333.6
MOL_343	PD1-PDL1.sdf	0.178	0.279	0.328	2770.8	10017	8354
MOL_344	PD1-PDL1.sdf	0.185	0.288	0.34	2863.9	10017	8351
MOL_345	PD1-PDL1.sdf	0.213	0.324	0.382	3217.7	10017	8342.7
MOL_346	PD1-PDL1.sdf	0.25	0.352	0.464	3476.1	10017	7365.4
MOL_347	PD1-PDL1.sdf	0.228	0.326	0.431	3221.7	10017	7349.5
MOL_348	PD1-PDL1.sdf	0.274	0.378	0.499	3737.2	10017	7349.4
MOL_349	PD1-PDL1.sdf	0.188	0.278	0.367	2746.5	10017	7358.9
MOL_350	PD1-PDL1.sdf	0.21	0.305	0.403	3016.4	10017	7359.2
MOL_351	PD1-PDL1.sdf	0.217	0.314	0.414	3100.9	10017	7359.1
MOL_352	PD1-PDL1.sdf	0.233	0.333	0.439	3288.8	10017	7359.8
MOL_353	PD1-PDL1.sdf	0.259	0.362	0.477	3574.1	10017	7359
MOL_354	PD1-PDL1.sdf	0.226	0.324	0.428	3206.7	10017	7356.3
MOL_355	PD1-PDL1.sdf	0.266	0.369	0.487	3647.4	10017	7359.4
MOL_356	PD1-PDL1.sdf	0.223	0.348	0.384	3467	10017	8978.7
MOL_357	PD1-PDL1.sdf	0.27	0.405	0.447	4032.4	10017	8975
MOL_358	PD1-PDL1.sdf	0.215	0.337	0.373	3361.4	10017	8961.8
MOL_359	PD1-PDL1.sdf	0.311	0.452	0.499	4506.5	10017	8973.9
MOL_360	PD1-PDL1.sdf	0.281	0.418	0.462	4168.2	10017	8973.1
MOL_361	PD1-PDL1.sdf	0.211	0.332	0.367	3308.6	10017	8961.4
MOL_362	PD1-PDL1.sdf	0.355	0.499	0.552	4972.4	10017	8963.1
MOL_363	PD1-PDL1.sdf	0.277	0.414	0.457	4121.7	10017	8970.9
MOL_364	PD1-PDL1.sdf	0.211	0.359	0.338	3607	10017	10709
MOL_365	PD1-PDL1.sdf	0.264	0.431	0.406	4335.1	10017	10722
MOL_366	PD1-PDL1.sdf	0.262	0.428	0.403	4304	10017	10707
MOL_367	PD1-PDL1.sdf	0.211	0.359	0.338	3606.9	10017	10710
MOL_368	PD1-PDL1.sdf	0.19	0.329	0.31	3307.5	10017	10721
MOL_369	PD1-PDL1.sdf	0.234	0.391	0.368	3933.1	10017	10717
MOL_370	PD1-PDL1.sdf	0.212	0.361	0.34	3629.7	10017	10719
MOL_371	PD1-PDL1.sdf	0.19	0.329	0.31	3311.4	10017	10711
MOL_372	PD1-PDL1.sdf	0.269	0.437	0.411	4389.6	10017	10711
MOL_373	PD1-PDL1.sdf	0.231	0.387	0.364	3887.4	10017	10717
MOL_374	PD1-PDL1.sdf	0.316	0.458	0.505	4564.9	10017	8989.1
MOL_375	PD1-PDL1.sdf	0.264	0.398	0.439	3968.2	10017	8990.6
MOL_376	PD1-PDL1.sdf	0.125	0.211	0.234	2106.7	10017	8963.9
MOL_377	PD1-PDL1.sdf	0.316	0.458	0.505	4563.3	10017	8985
MOL_378	PD1-PDL1.sdf	0.198	0.315	0.348	3142.3	10017	8988.5
MOL_379	PD1-PDL1.sdf	0.349	0.493	0.544	4916.3	10017	8979
MOL_380	PD1-PDL1.sdf	0.196	0.313	0.345	3118.9	10017	8997.2
MOL_381	PD1-PDL1.sdf	0.219	0.343	0.378	3414.2	10017	8990.5
MOL_382	PD1-PDL1.sdf	0.24	0.369	0.407	3678.5	10017	8985.9
MOL_383	PD1-PDL1.sdf	0.204	0.319	0.363	3175.9	10017	8689.2
MOL_384	PD1-PDL1.sdf	0.201	0.314	0.357	3127.6	10017	8703.6
MOL_385	PD1-PDL1.sdf	0.259	0.387	0.44	3850.4	10017	8680.6
MOL_386	PD1-PDL1.sdf	0.239	0.363	0.412	3607.8	10017	8690.2
MOL_387	PD1-PDL1.sdf	0.273	0.403	0.458	4012.8	10017	8698.5
MOL_388	PD1-PDL1.sdf	0.295	0.428	0.487	4263.8	10017	8697
MOL_389	PD1-PDL1.sdf	0.287	0.42	0.477	4174.3	10017	8690.1
MOL_390	PD1-PDL1.sdf	0.283	0.415	0.471	4127.1	10017	8697.1
MOL_391	PD1-PDL1.sdf	0.266	0.394	0.448	3925.4	10017	8689.7
MOL_392	PD1-PDL1.sdf	0.233	0.353	0.406	3515.2	10017	8594.9
MOL_393	PD1-PDL1.sdf	0.359	0.494	0.568	4914.7	10017	8587.9
MOL_394	PD1-PDL1.sdf	0.244	0.367	0.421	3653.2	10017	8607
MOL_395	PD1-PDL1.sdf	0.265	0.392	0.45	3903.5	10017	8610.2
MOL_396	PD1-PDL1.sdf	0.249	0.373	0.428	3707.6	10017	8593.4
MOL_397	PD1-PDL1.sdf	0.24	0.362	0.415	3598.9	10017	8594.3
MOL_398	PD1-PDL1.sdf	0.282	0.412	0.473	4096.3	10017	8587.9
MOL_399	PD1-PDL1.sdf	0.212	0.327	0.376	3254.1	10017	8591.3
MOL_400	PD1-PDL1.sdf	0.215	0.332	0.38	3299.5	10017	8606.4
MOL_401	PD1-PDL1.sdf	0.28	0.409	0.47	4071.4	10017	8593.7
MOL_402	PD1-PDL1.sdf	0.135	0.241	0.236	2412.4	10017	10218
MOL_403	PD1-PDL1.sdf	0.248	0.403	0.393	4037.4	10017	10278
MOL_404	PD1-PDL1.sdf	0.21	0.352	0.344	3528.8	10017	10279
MOL_405	PD1-PDL1.sdf	0.27	0.43	0.42	4309.2	10017	10280
MOL_406	PD1-PDL1.sdf	0.27	0.43	0.421	4311.3	10017	10262
MOL_407	PD1-PDL1.sdf	0.193	0.327	0.32	3284.6	10017	10291
MOL_408	PD1-PDL1.sdf	0.202	0.339	0.333	3398.9	10017	10229
MOL_409	PD1-PDL1.sdf	0.252	0.406	0.398	4067.1	10017	10219
MOL_410	PD1-PDL1.sdf	0.228	0.375	0.368	3758.3	10017	10221
MOL_411	PD1-PDL1.sdf	0.281	0.415	0.465	4127.4	10017	8823.6
MOL_412	PD1-PDL1.sdf	0.211	0.33	0.37	3286	10017	8822.8
MOL_413	PD1-PDL1.sdf	0.199	0.313	0.351	3120.1	10017	8821.6
MOL_414	PD1-PDL1.sdf	0.261	0.392	0.439	3902.4	10017	8838.7
MOL_415	PD1-PDL1.sdf	0.266	0.398	0.445	3958.1	10017	8826.6
MOL_416	PD1-PDL1.sdf	0.218	0.339	0.38	3375.6	10017	8819.2
MOL_417	PD1-PDL1.sdf	0.238	0.364	0.407	3619.7	10017	8834
MOL_418	PD1-PDL1.sdf	0.31	0.448	0.502	4458.5	10017	8830.2
MOL_419	PD1-PDL1.sdf	0.268	0.393	0.459	3902	10017	8421.1
MOL_420	PD1-PDL1.sdf	0.244	0.364	0.425	3612.7	10017	8427.2
MOL_421	PD1-PDL1.sdf	0.232	0.35	0.409	3476.1	10017	8426.6
MOL_422	PD1-PDL1.sdf	0.274	0.4	0.467	3971.9	10017	8428.2
MOL_423	PD1-PDL1.sdf	0.16	0.256	0.299	2539.1	10017	8425.7
MOL_424	PD1-PDL1.sdf	0.199	0.308	0.36	3059.6	10017	8414.5
MOL_425	PD1-PDL1.sdf	0.209	0.32	0.374	3183.2	10017	8427.8
MOL_426	PD1-PDL1.sdf	0.238	0.357	0.418	3550	10017	8421.4
MOL_427	PD1-PDL1.sdf	0.323	0.453	0.53	4502.6	10017	8420.2
MOL_428	PD1-PDL1.sdf	0.208	0.32	0.373	3176.9	10017	8426.4
MOL_429	PD1-PDL1.sdf	0.171	0.275	0.311	2738.1	10017	8739.5
MOL_430	PD1-PDL1.sdf	0.215	0.334	0.376	3321.8	10017	8765.4
MOL_431	PD1-PDL1.sdf	0.349	0.488	0.55	4856.3	10017	8760.6
MOL_432	PD1-PDL1.sdf	0.212	0.33	0.372	3279.8	10017	8748.6
MOL_433	PD1-PDL1.sdf	0.216	0.336	0.379	3340.7	10017	8755
MOL_434	PD1-PDL1.sdf	0.317	0.453	0.512	4511.7	10017	8748.5
MOL_435	PD1-PDL1.sdf	0.281	0.414	0.467	4120.8	10017	8759.2
MOL_436	PD1-PDL1.sdf	0.356	0.495	0.559	4931.9	10017	8760.1
MOL_437	PD1-PDL1.sdf	0.2	0.314	0.354	3129.9	10017	8771.8
MOL_438	PD1-PDL1.sdf	0.199	0.303	0.367	3009.7	10017	8102.6
MOL_439	PD1-PDL1.sdf	0.281	0.401	0.485	3982.3	10017	8113.5
MOL_440	PD1-PDL1.sdf	0.23	0.341	0.413	3386.7	10017	8104.7
MOL_441	PD1-PDL1.sdf	0.302	0.424	0.512	4204	10017	8110
MOL_442	PD1-PDL1.sdf	0.216	0.324	0.392	3216.1	10017	8109.5
MOL_443	PD1-PDL1.sdf	0.136	0.219	0.264	2169.4	10017	8113.6
MOL_444	PD1-PDL1.sdf	0.214	0.322	0.389	3192.3	10017	8109.3
MOL_445	PD1-PDL1.sdf	0.196	0.3	0.362	2972.2	10017	8110.5
MOL_446	PD1-PDL1.sdf	0.241	0.355	0.429	3521	10017	8114.9
MOL_447	PD1-PDL1.sdf	0.284	0.405	0.489	4013.8	10017	8115
MOL_448	PD1-PDL1.sdf	0.225	0.341	0.398	3389.8	10017	8444.9
MOL_449	PD1-PDL1.sdf	0.211	0.324	0.378	3217.7	10017	8432.6
MOL_450	PD1-PDL1.sdf	0.209	0.321	0.375	3192	10017	8438.5
MOL_451	PD1-PDL1.sdf	0.293	0.42	0.491	4176.6	10017	8434.7
MOL_452	PD1-PDL1.sdf	0.275	0.401	0.467	3985.4	10017	8450.9
MOL_453	PD1-PDL1.sdf	0.244	0.364	0.425	3622.1	10017	8442.2
MOL_454	PD1-PDL1.sdf	0.268	0.393	0.458	3901.5	10017	8447.4
MOL_455	PD1-PDL1.sdf	0.171	0.272	0.317	2703.8	10017	8459.6
MOL_456	PD1-PDL1.sdf	0.21	0.322	0.376	3202.9	10017	8449
MOL_457	PD1-PDL1.sdf	0.235	0.353	0.411	3511.6	10017	8457.3
MOL_458	PD1-PDL1.sdf	0.23	0.34	0.415	3371.3	10017	8021.5
MOL_459	PD1-PDL1.sdf	0.208	0.313	0.383	3106.6	10017	8019.3
MOL_460	PD1-PDL1.sdf	0.208	0.313	0.383	3107	10017	8018.7
MOL_461	PD1-PDL1.sdf	0.242	0.355	0.433	3517.9	10017	8022.1
MOL_462	PD1-PDL1.sdf	0.252	0.366	0.447	3632.2	10017	8021.3
MOL_463	PD1-PDL1.sdf	0.296	0.415	0.507	4115.6	10017	8012.8
MOL_464	PD1-PDL1.sdf	0.216	0.323	0.394	3205.1	10017	8034.7
MOL_465	PD1-PDL1.sdf	0.212	0.319	0.389	3159.3	10017	8029.3
MOL_466	PD1-PDL1.sdf	0.359	0.481	0.587	4770.8	10017	8026
MOL_467	PD1-PDL1.sdf	0.211	0.316	0.386	3137.6	10017	8025.3
MOL_468	PD1-PDL1.sdf	0.26	0.381	0.449	3787	10017	8358.4
MOL_469	PD1-PDL1.sdf	0.243	0.361	0.425	3588	10017	8352.8
MOL_470	PD1-PDL1.sdf	0.267	0.39	0.458	3871.1	10017	8368.4
MOL_471	PD1-PDL1.sdf	0.216	0.329	0.387	3269.1	10017	8358.8
MOL_472	PD1-PDL1.sdf	0.243	0.362	0.425	3592.9	10017	8366.8
MOL_473	PD1-PDL1.sdf	0.245	0.364	0.428	3620.4	10017	8371.2
MOL_474	PD1-PDL1.sdf	0.228	0.344	0.404	3417.8	10017	8371
MOL_475	PD1-PDL1.sdf	0.283	0.408	0.48	4054.2	10017	8366.3
MOL_476	PD1-PDL1.sdf	0.267	0.39	0.458	3870.4	10017	8374.9
MOL_477	PD1-PDL1.sdf	0.239	0.355	0.421	3522.3	10017	8269.6
MOL_478	PD1-PDL1.sdf	0.361	0.489	0.581	4853.6	10017	8267.7
MOL_479	PD1-PDL1.sdf	0.201	0.308	0.366	3059.6	10017	8270.1
MOL_480	PD1-PDL1.sdf	0.237	0.353	0.42	3505.9	10017	8265.9
MOL_481	PD1-PDL1.sdf	0.21	0.32	0.38	3176.8	10017	8276.7
MOL_482	PD1-PDL1.sdf	0.296	0.421	0.5	4183.2	10017	8280.3
MOL_483	PD1-PDL1.sdf	0.279	0.402	0.477	3992.8	10017	8279.8
MOL_484	PD1-PDL1.sdf	0.261	0.381	0.453	3785.4	10017	8272.9
MOL_485	PD1-PDL1.sdf	0.183	0.286	0.339	2836.4	10017	8282
MOL_486	PD1-PDL1.sdf	0.25	0.374	0.429	3717.2	10017	8597.2
MOL_487	PD1-PDL1.sdf	0.199	0.311	0.357	3092.5	10017	8592.9
MOL_488	PD1-PDL1.sdf	0.235	0.356	0.408	3543.5	10017	8612.2
MOL_489	PD1-PDL1.sdf	0.268	0.396	0.454	3941.2	10017	8615.2
MOL_490	PD1-PDL1.sdf	0.251	0.376	0.431	3739	10017	8605.9
MOL_491	PD1-PDL1.sdf	0.226	0.345	0.396	3435.7	10017	8605.5
MOL_492	PD1-PDL1.sdf	0.15	0.245	0.28	2436.7	10017	8618.7
MOL_493	PD1-PDL1.sdf	0.155	0.239	0.307	2361.4	10017	7562.1
MOL_494	PD1-PDL1.sdf	0.262	0.369	0.474	3650.3	10017	7572.6
MOL_495	PD1-PDL1.sdf	0.257	0.363	0.467	3591.3	10017	7568.5
MOL_496	PD1-PDL1.sdf	0.219	0.319	0.412	3151.3	10017	7517.6
MOL_497	PD1-PDL1.sdf	0.217	0.317	0.408	3132.2	10017	7562.9
MOL_498	PD1-PDL1.sdf	0.216	0.315	0.407	3111.6	10017	7518.6
MOL_499	PD1-PDL1.sdf	0.223	0.324	0.417	3204	10017	7568.9
MOL_500	PD1-PDL1.sdf	0.249	0.354	0.456	3506	10017	7567.4
MOL_501	PD1-PDL1.sdf	0.229	0.331	0.426	3274.6	10017	7566.8
MOL_502	PD1-PDL1.sdf	0.229	0.331	0.428	3269.9	10017	7519.6
MOL_503	PD1-PDL1.sdf	0.178	0.273	0.338	2700.6	10017	7890.3
MOL_504	PD1-PDL1.sdf	0.224	0.331	0.41	3276.5	10017	7893.3
MOL_505	PD1-PDL1.sdf	0.209	0.312	0.386	3092.6	10017	7899.5
MOL_506	PD1-PDL1.sdf	0.265	0.379	0.469	3754.1	10017	7899.9
MOL_507	PD1-PDL1.sdf	0.208	0.311	0.386	3081.7	10017	7884.5
MOL_508	PD1-PDL1.sdf	0.286	0.402	0.498	3986.6	10017	7895.7
MOL_509	PD1-PDL1.sdf	0.269	0.383	0.474	3795.5	10017	7896.2
MOL_510	PD1-PDL1.sdf	0.272	0.387	0.48	3831.9	10017	7883.5
MOL_511	PD1-PDL1.sdf	0.231	0.339	0.42	3358.1	10017	7891.8
MOL_512	PD1-PDL1.sdf	0.267	0.374	0.482	3702.2	10017	7551
MOL_513	PD1-PDL1.sdf	0.286	0.394	0.509	3900.1	10017	7535.2
MOL_514	PD1-PDL1.sdf	0.242	0.346	0.446	3422.9	10017	7550.1
MOL_515	PD1-PDL1.sdf	0.266	0.373	0.48	3687.7	10017	7554
MOL_516	PD1-PDL1.sdf	0.257	0.362	0.468	3585.4	10017	7545.1
MOL_517	PD1-PDL1.sdf	0.289	0.398	0.513	3932.7	10017	7542.2
MOL_518	PD1-PDL1.sdf	0.155	0.239	0.307	2363	10017	7582
MOL_519	PD1-PDL1.sdf	0.237	0.341	0.439	3368.9	10017	7548.2
MOL_520	PD1-PDL1.sdf	0.252	0.357	0.461	3535.5	10017	7540.6
MOL_521	PD1-PDL1.sdf	0.216	0.315	0.407	3117.5	10017	7542.1
MOL_522	PD1-PDL1.sdf	0.181	0.279	0.339	2768.9	10017	8059.3
MOL_523	PD1-PDL1.sdf	0.26	0.376	0.458	3728.1	10017	8046.1
MOL_524	PD1-PDL1.sdf	0.196	0.298	0.363	2956.4	10017	8042.5
MOL_525	PD1-PDL1.sdf	0.258	0.374	0.454	3705.8	10017	8072.2
MOL_526	PD1-PDL1.sdf	0.314	0.436	0.53	4322	10017	8054.5
MOL_527	PD1-PDL1.sdf	0.228	0.337	0.411	3347	10017	8041.4
MOL_528	PD1-PDL1.sdf	0.299	0.419	0.51	4158.1	10017	8061.1
MOL_529	PD1-PDL1.sdf	0.275	0.395	0.476	3918.9	10017	8131.3
MOL_530	PD1-PDL1.sdf	0.29	0.41	0.498	4062	10017	8061.3
MOL_531	PD1-PDL1.sdf	0.273	0.391	0.476	3874.3	10017	8044.5
MOL_532	PD1-PDL1.sdf	0.33	0.433	0.581	4272.1	10017	7218.5
MOL_533	PD1-PDL1.sdf	0.161	0.242	0.325	2393.6	10017	7217.2
MOL_534	PD1-PDL1.sdf	0.32	0.425	0.564	4200.6	10017	7306
MOL_535	PD1-PDL1.sdf	0.225	0.321	0.43	3169.8	10017	7235.3
MOL_536	PD1-PDL1.sdf	0.287	0.389	0.522	3840.5	10017	7212.6
MOL_537	PD1-PDL1.sdf	0.34	0.441	0.598	4350.7	10017	7135.5
MOL_538	PD1-PDL1.sdf	0.303	0.405	0.546	4003.7	10017	7189.6
MOL_539	PD1-PDL1.sdf	0.248	0.346	0.469	3413.9	10017	7137.9
MOL_540	PD1-PDL1.sdf	0.228	0.323	0.435	3189.5	10017	7188.5
MOL_541	PD1-PDL1.sdf	0.24	0.336	0.456	3316.8	10017	7135.1
MOL_542	PD1-PDL1.sdf	0.205	0.312	0.373	3100.4	10017	8225
MOL_543	PD1-PDL1.sdf	0.262	0.381	0.455	3785.4	10017	8232
MOL_544	PD1-PDL1.sdf	0.259	0.378	0.451	3753.3	10017	8227
MOL_545	PD1-PDL1.sdf	0.251	0.369	0.44	3660.6	10017	8228.5
MOL_546	PD1-PDL1.sdf	0.277	0.399	0.476	3957.8	10017	8223.9
MOL_547	PD1-PDL1.sdf	0.3	0.424	0.506	4208.5	10017	8223.3
MOL_548	PD1-PDL1.sdf	0.243	0.359	0.428	3563.4	10017	8229.4
MOL_549	PD1-PDL1.sdf	0.272	0.393	0.469	3897	10017	8210.7
MOL_550	PD1-PDL1.sdf	0.234	0.348	0.416	3455.8	10017	8224
MOL_551	PD1-PDL1.sdf	0.249	0.367	0.438	3640.2	10017	8221.8
MOL_552	PD1-PDL1.sdf	0.23	0.344	0.409	3414	10017	8252.2
MOL_553	PD1-PDL1.sdf	0.213	0.323	0.385	3209.6	10017	8249.1
MOL_554	PD1-PDL1.sdf	0.18	0.281	0.335	2789.5	10017	8248.3
MOL_555	PD1-PDL1.sdf	0.249	0.367	0.437	3644.2	10017	8249.3
MOL_556	PD1-PDL1.sdf	0.245	0.363	0.432	3599.6	10017	8247.8
MOL_557	PD1-PDL1.sdf	0.244	0.362	0.43	3589.7	10017	8256.4
MOL_558	PD1-PDL1.sdf	0.225	0.338	0.402	3355.9	10017	8251.5
MOL_559	PD1-PDL1.sdf	0.249	0.367	0.436	3639.3	10017	8252.9
MOL_560	PD1-PDL1.sdf	0.215	0.325	0.388	3230.6	10017	8240.9
MOL_561	PD1-PDL1.sdf	0.273	0.395	0.47	3920.4	10017	8250.2
MOL_562	PD1-PDL1.sdf	0.202	0.291	0.4	2872.7	10017	7041.9
MOL_563	PD1-PDL1.sdf	0.239	0.334	0.458	3291.1	10017	7038.8
MOL_564	PD1-PDL1.sdf	0.228	0.321	0.441	3170.9	10017	7033.7
MOL_565	PD1-PDL1.sdf	0.206	0.295	0.405	2915.4	10017	7047.1
MOL_566	PD1-PDL1.sdf	0.199	0.287	0.394	2836.2	10017	7043.5
MOL_567	PD1-PDL1.sdf	0.196	0.283	0.388	2795.1	10017	7050
MOL_568	PD1-PDL1.sdf	0.245	0.34	0.466	3355	10017	7050.5
MOL_569	PD1-PDL1.sdf	0.181	0.265	0.364	2617.2	10017	7049.6
MOL_570	PD1-PDL1.sdf	0.205	0.317	0.368	3150.2	10017	8494.1
MOL_571	PD1-PDL1.sdf	0.255	0.378	0.439	3761.4	10017	8499.2
MOL_572	PD1-PDL1.sdf	0.279	0.406	0.471	4037	10017	8500.5
MOL_573	PD1-PDL1.sdf	0.181	0.285	0.331	2835.7	10017	8490.7
MOL_574	PD1-PDL1.sdf	0.221	0.338	0.391	3356.6	10017	8500.6
MOL_575	PD1-PDL1.sdf	0.282	0.41	0.475	4075.5	10017	8510.3
MOL_576	PD1-PDL1.sdf	0.203	0.314	0.366	3121.7	10017	8446.2
MOL_577	PD1-PDL1.sdf	0.226	0.343	0.4	3409.3	10017	8453.4
MOL_578	PD1-PDL1.sdf	0.216	0.331	0.385	3287.8	10017	8461.4
MOL_579	PD1-PDL1.sdf	0.285	0.391	0.513	3865.8	10017	7398.6
MOL_580	PD1-PDL1.sdf	0.197	0.29	0.38	2862.9	10017	7402
MOL_581	PD1-PDL1.sdf	0.245	0.346	0.455	3425.4	10017	7394.5
MOL_582	PD1-PDL1.sdf	0.236	0.337	0.442	3327.9	10017	7397
MOL_583	PD1-PDL1.sdf	0.217	0.315	0.413	3110	10017	7405
MOL_584	PD1-PDL1.sdf	0.252	0.355	0.465	3506.6	10017	7412.2
MOL_585	PD1-PDL1.sdf	0.254	0.357	0.469	3532	10017	7401.8
MOL_586	PD1-PDL1.sdf	0.242	0.344	0.451	3397.6	10017	7400.7
MOL_587	PD1-PDL1.sdf	0.259	0.362	0.475	3581	10017	7411.2
MOL_588	PD1-PDL1.sdf	0.259	0.363	0.476	3588.3	10017	7409
MOL_589	PD1-PDL1.sdf	0.37	0.496	0.594	4922.6	10017	8192.7
MOL_590	PD1-PDL1.sdf	0.237	0.352	0.422	3495	10017	8194.6
MOL_591	PD1-PDL1.sdf	0.242	0.358	0.428	3550.4	10017	8214
MOL_592	PD1-PDL1.sdf	0.211	0.318	0.384	3155.9	10017	8130.3
MOL_593	PD1-PDL1.sdf	0.192	0.296	0.354	2934.9	10017	8196.4
MOL_594	PD1-PDL1.sdf	0.242	0.358	0.428	3551	10017	8197
MOL_595	PD1-PDL1.sdf	0.264	0.383	0.46	3806.1	10017	8189.6
MOL_596	PD1-PDL1.sdf	0.219	0.33	0.395	3270.8	10017	8191.2
MOL_597	PD1-PDL1.sdf	0.207	0.329	0.358	3282.1	10017	9111.8
MOL_598	PD1-PDL1.sdf	0.215	0.34	0.37	3390	10017	9121.5
MOL_599	PD1-PDL1.sdf	0.282	0.422	0.458	4205.8	10017	9129
MOL_600	PD1-PDL1.sdf	0.208	0.33	0.359	3293	10017	9124.1
MOL_601	PD1-PDL1.sdf	0.237	0.367	0.4	3660.8	10017	9112
MOL_602	PD1-PDL1.sdf	0.245	0.378	0.411	3764.6	10017	9123.7
MOL_603	PD1-PDL1.sdf	0.231	0.36	0.392	3593.2	10017	9121.8
MOL_604	PD1-PDL1.sdf	0.255	0.39	0.424	3884.6	10017	9113.4
MOL_605	PD1-PDL1.sdf	0.267	0.404	0.44	4031.3	10017	9125.4
MOL_606	PD1-PDL1.sdf	0.229	0.357	0.388	3561.8	10017	9130.7
MOL_607	PD1-PDL1.sdf	0.256	0.368	0.459	3641.6	10017	7831.1
MOL_608	PD1-PDL1.sdf	0.161	0.249	0.312	2468.2	10017	7813
MOL_609	PD1-PDL1.sdf	0.254	0.365	0.456	3619.1	10017	7829.8
MOL_610	PD1-PDL1.sdf	0.258	0.369	0.461	3653.6	10017	7810.8
MOL_611	PD1-PDL1.sdf	0.34	0.456	0.571	4520.7	10017	7801.6
MOL_612	PD1-PDL1.sdf	0.222	0.326	0.411	3231.7	10017	7758.3
MOL_613	PD1-PDL1.sdf	0.29	0.404	0.506	4005.1	10017	7808.3
MOL_614	PD1-PDL1.sdf	0.242	0.349	0.439	3459	10017	7764.3
MOL_615	PD1-PDL1.sdf	0.266	0.377	0.474	3730.7	10017	7763.8
MOL_616	PD1-PDL1.sdf	0.252	0.363	0.453	3593.2	10017	7820.8
MOL_617	PD1-PDL1.sdf	0.232	0.346	0.415	3430.2	10017	8172.9
MOL_618	PD1-PDL1.sdf	0.24	0.356	0.426	3529.4	10017	8195.9
MOL_619	PD1-PDL1.sdf	0.248	0.364	0.436	3617.2	10017	8197.6
MOL_620	PD1-PDL1.sdf	0.238	0.352	0.422	3496.3	10017	8190.9
MOL_621	PD1-PDL1.sdf	0.215	0.325	0.39	3220.5	10017	8156.1
MOL_622	PD1-PDL1.sdf	0.245	0.361	0.434	3580.8	10017	8155.8
MOL_623	PD1-PDL1.sdf	0.248	0.364	0.439	3610.6	10017	8136.2
MOL_624	PD1-PDL1.sdf	0.186	0.286	0.346	2840.9	10017	8110.6
MOL_625	PD1-PDL1.sdf	0.186	0.287	0.346	2847.7	10017	8129.1
MOL_626	PD1-PDL1.sdf	0.203	0.309	0.372	3068.5	10017	8148.3
MOL_627	PD1-PDL1.sdf	0.25	0.36	0.451	3563.5	10017	7781.1
MOL_628	PD1-PDL1.sdf	0.281	0.394	0.494	3905	10017	7789
MOL_629	PD1-PDL1.sdf	0.219	0.323	0.405	3196.4	10017	7785.2
MOL_630	PD1-PDL1.sdf	0.272	0.384	0.482	3804.1	10017	7783.7
MOL_631	PD1-PDL1.sdf	0.238	0.346	0.433	3424.7	10017	7795.3
MOL_632	PD1-PDL1.sdf	0.229	0.335	0.421	3316.7	10017	7759
MOL_633	PD1-PDL1.sdf	0.163	0.253	0.316	2502.4	10017	7795.5
MOL_634	PD1-PDL1.sdf	0.268	0.38	0.477	3767.1	10017	7789.3
MOL_635	PD1-PDL1.sdf	0.164	0.253	0.319	2503.3	10017	7736.2
MOL_636	PD1-PDL1.sdf	0.269	0.381	0.478	3771.4	10017	7777.9
MOL_637	PD1-PDL1.sdf	0.218	0.343	0.373	3424.8	10017	9133.9
MOL_638	PD1-PDL1.sdf	0.21	0.333	0.362	3317.7	10017	9121.1
MOL_639	PD1-PDL1.sdf	0.261	0.397	0.432	3961.8	10017	9120.3
MOL_640	PD1-PDL1.sdf	0.154	0.257	0.279	2562.1	10017	9129.9
MOL_641	PD1-PDL1.sdf	0.282	0.422	0.459	4204.7	10017	9122.6
